vendor,ag_and_dead_market,ag_and_evo_market,h_ag_only,date_min,date_max
dreamweaver,0,1,0,2014-02-23,2015-07-07
drearnhardt,0,1,0,2014-02-05,2015-06-20
drfeelgood2015,0,1,0,2015-06-30,2015-07-07
drgreenbuds,0,0,1,2015-04-27,2015-07-07
drhouse,0,0,1,2014-05-16,2014-06-01
drivenuk,0,0,1,2014-08-03,2014-11-15
drjay,0,1,0,2015-02-24,2015-07-07
drjuanbando,0,0,1,2014-08-14,2014-09-22
drmagic,0,0,1,2014-08-14,2015-07-07
drmania,0,0,1,2015-03-29,2015-06-04
drmckay,0,0,1,2015-01-28,2015-02-17
drmda,0,0,1,2014-02-23,2014-04-26
drropata,0,0,1,2015-06-11,2015-07-07
drrx,0,1,0,2014-08-14,2015-07-07
drsativa,0,0,1,2014-09-22,2014-11-15
drug.king,0,0,1,2015-03-15,2015-04-03
drug.store,0,0,1,2014-12-01,2014-12-03
drugbaron,0,1,0,2014-12-01,2015-03-13
drugbook,0,0,1,2015-05-13,2015-06-20
drugdealersclearinghouse,0,0,1,2014-10-25,2015-01-16
drugggy,0,0,1,2015-07-04,2015-07-07
drugkings,1,0,0,2014-02-23,2014-09-22
druglord,0,0,1,2014-11-06,2015-02-17
drugs-depot,0,0,1,2015-06-11,2015-06-26
drugs-inc,0,0,1,2015-05-13,2015-07-07
drugs4you,0,1,0,2014-06-01,2015-07-07
drugs_down_under,0,0,1,2014-09-05,2014-09-05
drugsanarchyuk,0,0,1,2015-06-04,2015-07-07
drugsdirect,0,0,1,2014-04-06,2014-10-31
drugsinaus,0,0,1,2015-01-24,2015-06-20
drugsinc,0,0,1,2015-02-09,2015-07-07
drugsnthangs,0,0,1,2015-02-16,2015-04-02
drugsrus,0,0,1,2014-10-25,2015-01-15
drugswings,0,0,1,2015-06-04,2015-06-15
drumstick,1,0,0,2014-02-23,2015-04-27
drwhite,1,1,0,2014-01-16,2015-07-07
drxanax,0,0,1,2015-06-04,2015-07-07
drzheng,1,1,0,2014-01-09,2014-11-15
dsr_syndicate,1,1,0,2015-04-02,2015-07-07
dubntuff,1,1,0,2014-11-15,2015-05-13
dubrx,0,0,1,2015-06-04,2015-07-07
duck4192,0,0,1,2014-11-15,2015-03-10
duck_royale,0,0,1,2015-06-11,2015-06-30
dutch-vendor,0,0,1,2015-03-22,2015-07-07
dutch_supplies,0,1,0,2015-06-15,2015-07-07
dutchaussies,0,0,1,2014-08-14,2015-04-03
dutchcomfort,1,1,0,2014-12-03,2015-03-22
dutchdeal,1,1,0,2014-01-09,2015-07-07
dutchdelights,0,1,0,2015-02-16,2015-07-07
dutchdope,1,0,0,2014-01-09,2014-08-14
dutchdreams,0,0,1,2015-02-01,2015-06-30
dutchdrugexpert,0,0,1,2014-02-24,2014-10-31
dutchdrugs,0,1,0,2014-01-09,2014-01-16
dutched,0,0,1,2014-05-24,2014-08-14
dutchelite,0,0,1,2014-08-03,2015-07-07
dutchforce,0,1,0,2014-12-15,2015-07-07
dutchhouse,0,0,1,2014-11-06,2015-01-01
dutchkings,1,0,0,2014-02-23,2014-06-01
dutchmagic,1,1,0,2014-02-23,2015-05-13
dutchmasters,1,1,0,2014-01-09,2015-02-02
dutchmen,0,0,1,2015-06-04,2015-07-07
dutchpride,1,1,0,2014-04-06,2015-04-07
dutchprime,1,1,0,2015-06-30,2015-07-07
dutchquality3.0,0,0,1,2014-12-20,2015-07-07
dutchquality_1256,1,0,0,2014-06-01,2015-05-13
dutchrabbit,0,0,1,2015-06-11,2015-07-07
dutchrevolution,0,0,1,2015-07-07,2015-07-07
dutchsupply,0,1,0,2015-02-16,2015-07-07
dutchtruthteller,0,0,1,2014-08-03,2015-06-04
dwwynn12,0,0,1,2015-05-04,2015-07-07
dx1,0,0,1,2014-02-28,2014-06-01
earthworld777,0,0,1,2014-05-24,2014-10-31
easilydone,0,0,1,2014-05-16,2015-07-07
eastcoastcollective,0,0,1,2014-04-06,2014-04-06
eastcoasth,0,0,1,2014-10-25,2015-01-21
easy2go,0,0,1,2015-01-26,2015-03-19
easydrugstore,0,0,1,2014-11-15,2015-07-07
easyriders,0,0,1,2014-09-05,2014-10-31
eazylivin,0,0,1,2014-09-22,2014-12-10
ebay,0,0,1,2014-04-06,2015-06-26
ebay.com,0,0,1,2015-07-07,2015-07-07
ebookshop,0,0,1,2015-06-30,2015-07-07
echo,1,0,0,2014-04-26,2015-06-11
edo1900,0,0,1,2014-01-09,2014-03-06
edruga,0,0,1,2015-06-04,2015-07-07
edwestwick,1,1,0,2014-10-25,2015-06-30
effacable,0,0,1,2015-02-17,2015-04-07
eggfriedreece13,0,1,0,2014-04-06,2014-10-31
eip,0,0,1,2015-01-26,2015-02-26
eisman,0,0,1,2015-02-02,2015-03-10
el-jefe,0,0,1,2015-04-27,2015-05-10
elaborate,0,1,0,2014-05-16,2014-06-01
elangaba,0,0,1,2015-06-20,2015-07-07
elchako0705,0,0,1,2014-12-30,2015-06-11
eldorado,0,0,1,2014-04-26,2015-05-04
electricshop,0,0,1,2015-03-05,2015-03-07
elegance,0,0,1,2014-05-16,2014-05-16
elektrogras,0,0,1,2014-01-16,2014-01-16
elenchus,0,0,1,2014-01-09,2014-02-24
elitedrugs,0,0,1,2015-04-10,2015-06-04
eliteness,0,0,1,2014-05-16,2014-10-31
elizabeth,0,0,1,2015-04-07,2015-05-13
ellisdgraham,0,0,1,2015-04-10,2015-06-20
elpacko,0,1,0,2014-10-25,2015-07-07
elvis,0,1,0,2014-04-06,2015-04-07
embus,0,1,0,2015-03-10,2015-05-06
emdmazing,0,1,0,2014-08-03,2015-06-11
emerald,0,0,1,2014-01-09,2014-06-01
emerald_organics,0,1,0,2014-05-16,2014-05-24
emeraldgeminiagora,0,0,1,2014-11-06,2015-07-07
emeraldtriangle,0,1,0,2014-02-23,2015-07-07
emily_london,0,0,1,2014-06-01,2014-06-01
empathic,0,1,0,2014-11-15,2015-04-27
empirestatestore,0,0,1,2014-11-15,2014-11-15
endz,1,0,0,2015-02-13,2015-03-22
enjoycokeclassic,0,0,1,2014-01-26,2014-06-01
enki,0,0,1,2014-01-16,2015-07-07
entheogenesis,0,0,1,2015-06-20,2015-07-07
eos,0,0,1,2014-01-16,2015-05-13
erkran,0,1,0,2014-11-15,2015-06-20
ermahgerddrugs,0,0,1,2014-01-26,2014-04-26
es-light,1,0,0,2014-05-24,2015-07-07
escrowed,0,0,1,2014-02-23,2014-03-03
escrowland,0,1,0,2014-08-03,2014-10-31
esthetic,0,0,1,2015-04-10,2015-04-27
etimbuk,0,1,0,2014-11-15,2015-07-07
etizolam,0,1,0,2015-02-24,2015-06-20
etxmx12,0,1,0,2014-12-01,2015-07-07
eu-budz,0,0,1,2014-04-26,2014-04-26
eu-connections,0,0,1,2015-07-04,2015-07-07
euhighz,1,0,0,2014-01-09,2014-06-01
eurobrutha,0,0,1,2014-08-03,2014-08-03
eurodrugs,0,0,1,2015-03-29,2015-05-13
eurogreen1,0,0,1,2014-04-06,2015-07-07
europedrugs,1,1,0,2014-05-24,2015-07-07
europills,0,0,1,2015-05-04,2015-07-07
eurorx,0,1,0,2015-04-03,2015-07-07
eurorxx,0,1,0,2015-03-07,2015-04-02
eurosupplyteam,0,1,0,2014-08-03,2015-02-13
eurotrader,0,0,1,2014-04-06,2014-04-26
evanderholyfield,1,0,0,2014-05-16,2015-07-07
evangitis,0,0,1,2014-08-03,2015-07-07
everythingman,1,1,0,2014-02-23,2014-10-31
everythingonit,0,0,1,2014-05-16,2014-11-15
evodeal,0,1,0,2014-12-03,2015-03-15
evoltwin,0,1,0,2015-01-16,2015-01-21
evonik,0,0,1,2015-06-11,2015-07-07
excellentextracts,0,0,1,2014-08-03,2015-02-02
exchanger,0,0,1,2015-02-16,2015-02-17
exotica,0,0,1,2014-02-28,2014-03-06
expressfarms,0,0,1,2015-04-10,2015-05-13
expresshaze,0,1,0,2014-01-09,2014-10-31
expressimportsau,0,0,1,2014-02-23,2014-10-31
expressities,0,0,1,2015-06-26,2015-07-07
expressman,0,1,0,2014-05-24,2015-04-03
expresspost,0,0,1,2014-09-05,2014-09-05
eztest,1,1,0,2014-02-23,2015-07-07
faceparty,0,1,0,2015-06-11,2015-06-26
faded,0,0,1,2014-04-06,2015-07-07
fake,0,1,0,2014-01-09,2015-07-07
fakeasanything,0,1,0,2014-02-24,2015-07-07
faked4real,0,0,1,2014-08-27,2014-08-27
fakeita,0,1,0,2014-08-27,2015-05-13
fakemarket,0,1,0,2014-01-09,2015-02-09
fanta_king,0,0,1,2015-03-03,2015-07-07
fantasypharmacy,0,0,1,2014-02-23,2014-04-06
fappy,0,0,1,2014-04-06,2015-07-07
farma.cist,1,0,0,2014-12-01,2015-05-13
farmacy41,1,0,0,2014-02-23,2015-05-06
farmer1,0,0,1,2014-01-09,2015-06-30
fast_drugs,0,0,1,2014-10-25,2015-04-27
fast_lane,1,1,0,2014-01-09,2015-06-30
fastandsafe1234,1,1,0,2014-04-26,2015-07-07
fastandserious,0,1,0,2014-04-26,2014-12-24
fastbit,0,0,1,2014-04-06,2014-06-01
fastbreak,0,0,1,2014-06-01,2014-11-07
fastdonut,0,0,1,2015-07-04,2015-07-07
fastseed,0,0,1,2014-08-27,2015-05-13
fatbud,0,0,1,2014-12-28,2015-01-09
fatfreak,0,0,1,2014-02-02,2014-10-31
fatherted,1,1,0,2014-10-25,2015-04-03
fatsam,1,1,0,2014-08-03,2015-07-07
fattuesday_13,1,1,0,2015-02-13,2015-07-07
fattuscatteratus,1,1,0,2014-01-09,2014-09-22
favoritevendor,0,0,1,2014-11-15,2015-03-03
fearthereaper,1,0,0,2014-01-09,2014-10-31
febbraio2468,1,1,0,2014-02-23,2015-06-26
feelgood,0,1,0,2014-08-03,2015-03-05
feelgood_spain,0,0,1,2015-04-03,2015-04-27
feelgoodinc,0,0,1,2015-03-22,2015-04-12
felixuk,1,1,0,2014-02-24,2015-07-07
fent4you,1,1,0,2014-11-15,2015-07-07
fentanyl,1,1,0,2014-09-05,2014-09-05
fentapharma,0,0,1,2015-06-04,2015-06-30
ferrariblack1,0,1,0,2014-02-02,2015-07-07
ferrisbueller,0,0,1,2014-01-09,2015-07-07
fidesweedshop,0,0,1,2015-06-11,2015-07-07
fido,0,0,1,2014-12-06,2014-12-15
fightowensfight,0,0,1,2015-03-05,2015-04-12
fincen,0,0,1,2014-03-03,2014-03-06
finnandjake,0,0,1,2014-03-06,2014-06-01
fire_fire,1,0,0,2014-04-06,2015-07-07
firedepartment,0,0,1,2015-06-04,2015-06-20
firstclassfix,0,1,0,2014-10-25,2015-01-26
fitnessnherb,0,1,0,2014-05-16,2015-02-17
five_star,0,0,1,2014-10-25,2014-10-25
fivehourenergy,0,0,1,2015-05-04,2015-07-07
fivestartravel,0,0,1,2014-10-25,2014-11-15
fiyahblaze,0,0,1,2014-04-26,2014-11-07
flashcards,0,0,1,2014-09-05,2014-09-22
flawlessfakeids,0,1,0,2014-02-23,2015-07-07
flaxceed,0,1,0,2014-01-26,2014-09-05
flip,0,1,0,2015-03-22,2015-07-07
flocka93,0,0,1,2014-05-16,2014-06-01
fluffypanda,0,0,1,2014-02-28,2014-04-26
flyfelix,1,1,0,2014-02-23,2015-07-07
flyingdrugsman,0,1,0,2014-05-16,2014-06-01
flyingdutchmann,0,1,0,2015-06-15,2015-07-07
flyingdutchmen,1,1,0,2014-08-03,2015-01-28
flyingflamingo,0,0,1,2015-04-25,2015-07-07
flyingkangaroo,1,1,0,2014-06-01,2015-07-07
fmatthews,0,0,1,2014-05-16,2015-07-07
fnugs,0,1,0,2015-03-22,2015-07-07
focused,0,0,1,2014-08-03,2015-05-04
focusyn_dealer,0,0,1,2014-05-16,2014-05-16
footstool,0,1,0,2015-03-29,2015-07-07
foreigner,0,0,1,2015-02-28,2015-06-30
foreverstrung,1,1,0,2014-08-03,2015-07-07
forvex,0,0,1,2014-04-26,2015-07-07
foxhoundnorway,1,1,0,2015-03-19,2015-07-07
foxygirl,1,1,0,2015-04-07,2015-07-07
foxyroxy,0,0,1,2015-04-10,2015-07-07
fpuk,0,0,1,2014-04-26,2014-10-31
fractaldrift,0,1,0,2015-02-13,2015-06-04
frang,0,1,0,2014-04-26,2014-04-26
frankmathews,0,0,1,2014-03-03,2014-03-03
fraudguy,1,0,0,2014-02-02,2014-04-26
fraudster,0,1,0,2015-03-03,2015-04-25
frconnection,0,1,0,2014-08-14,2015-04-10
freakyfelineone,0,0,1,2015-06-26,2015-07-07
freddyflex,0,0,1,2015-06-26,2015-07-07
fredthebaker,1,1,0,2014-03-06,2015-07-07
free,0,0,1,2014-04-26,2014-11-15
freedomnow,0,0,1,2014-02-23,2014-09-05
freestylerfreak13a,0,0,1,2014-01-09,2014-10-31
fresh-cc,0,0,1,2014-03-06,2014-04-06
freshofftheboat,0,0,1,2015-04-25,2015-05-13
freshpharmausa,0,0,1,2014-11-07,2015-06-04
freshtouch,0,1,0,2014-03-03,2015-06-30
friendlyfiend,1,0,0,2014-05-16,2014-11-07
friendlyneighborhoodpharmacist,0,0,1,2014-10-25,2014-10-29
friendlypharmacist,0,0,1,2014-10-31,2014-12-10
fromamsterdam,0,1,0,2015-04-25,2015-07-07
fromamsterdam,0,1,0,2015-03-22,2015-04-12
fromnetherlands,0,1,0,2015-06-04,2015-06-04
fromustou,0,0,1,2014-08-14,2015-07-07
frosties2014,0,1,0,2014-08-03,2015-04-27
frostynuggs,0,0,1,2015-04-07,2015-06-26
frygirlswirl,0,1,0,2014-11-06,2015-07-07
fulladder,0,0,1,2015-06-30,2015-07-07
fullescrow,0,0,1,2015-03-19,2015-03-22
fulltime,0,0,1,2015-03-10,2015-07-07
fungusamongus,0,0,1,2015-03-29,2015-07-07
fungusprincesss,0,0,1,2014-05-16,2014-06-01
funkyunicorn,1,1,0,2014-08-27,2014-11-07
funnyreeferman,0,0,1,2014-08-03,2014-11-07
fuzzyman,0,0,1,2015-04-02,2015-04-12
fuzzysox56,0,0,1,2014-12-15,2014-12-15
fvckjohnkey,0,0,1,2014-08-27,2014-09-22
g.grocer,0,0,1,2014-11-06,2014-12-03
g_o_d,0,0,1,2014-04-26,2014-06-01
gaioso,0,0,1,2014-10-25,2014-11-07
galactica,0,0,1,2015-06-30,2015-07-07
galaxytreez,0,1,0,2015-03-03,2015-07-07
galindoi,0,1,0,2015-03-22,2015-07-07
gallo666,1,0,0,2014-02-28,2015-03-30
gammagoblin,1,1,0,2014-01-26,2015-07-07
gandalf,0,0,1,2014-04-26,2014-12-30
gandalfsgarden,1,0,0,2014-02-23,2015-01-28
gandalfsgearnz,0,0,1,2014-12-01,2015-07-07
gandoffwhite,0,1,0,2014-03-06,2015-07-07
ganesh,0,1,0,2015-01-16,2015-03-03
ganjadoctor,0,0,1,2015-03-22,2015-07-07
ganjafarma,0,0,1,2014-09-05,2014-09-05
ganjafarmer,0,0,1,2014-12-01,2015-07-07
ganjamerchant,1,1,0,2014-08-03,2015-02-24
gargamella,0,1,0,2014-04-26,2014-05-24
gatekeeperproject,0,0,1,2015-06-04,2015-06-30
gearheadsr,0,0,1,2014-01-26,2014-08-14
gene001,0,1,0,2014-05-16,2015-07-07
genepool,0,0,1,2014-12-20,2015-05-13
general_store,0,0,1,2014-08-03,2015-05-13
genericvendor,0,1,0,2015-03-29,2015-07-07
gentschoice,0,1,0,2015-04-10,2015-04-27
gentschoice~,0,1,0,2015-03-22,2015-03-22
geoffreygiraffe,1,1,0,2014-04-06,2014-09-05
germandream,0,0,1,2014-03-06,2014-10-31
germangbl,0,0,1,2015-07-07,2015-07-07
germanimport,0,0,1,2015-04-25,2015-05-10
germanshop,1,1,0,2014-08-27,2015-07-07
germanterminal,0,0,1,2014-01-26,2014-10-31
germantrustsupply,1,0,0,2014-02-23,2014-05-24
germanweedgrower420,0,0,1,2015-06-15,2015-07-07
getbtc,0,1,0,2014-08-03,2015-03-22
getfucked,0,0,1,2015-02-16,2015-03-30
getpercocet,0,0,1,2014-05-16,2014-10-31
getro,0,0,1,2014-02-24,2014-08-27
ghost831,1,1,0,2014-03-03,2014-06-01
gilfoyle,0,0,1,2015-06-26,2015-07-07
givemesleep,0,0,1,2015-06-15,2015-07-07
gj990,0,0,1,2014-02-23,2014-04-06
glasswerkz,0,1,0,2014-11-15,2015-07-07
globalmethods,0,1,0,2014-08-03,2014-11-15
gloriousrepublicofweed,0,0,1,2014-08-03,2014-12-28
gnarl,0,1,0,2015-02-17,2015-03-22
gnarlygnome,0,1,0,2014-12-03,2015-07-07
gnosis,0,0,1,2014-10-25,2015-07-07
go_fur,0,0,1,2014-01-26,2015-01-28
gobotal,0,1,0,2014-04-06,2014-09-22
godfathernl,0,1,0,2014-01-09,2015-01-09
godofallsr,0,0,1,2014-11-07,2014-11-15
godspeed,1,1,0,2014-02-23,2014-12-01
godzilla000,0,0,1,2015-06-30,2015-07-07
gogogoz,0,1,0,2014-03-03,2015-07-07
gogoslut,0,0,1,2014-06-01,2014-06-01
goingpostal,1,1,0,2014-01-09,2015-07-07
goingpoztal,1,1,0,2014-10-25,2015-07-07
goku420,0,0,1,2015-01-08,2015-07-04
gold,1,1,0,2014-04-06,2015-06-04
golddust,0,0,1,2014-01-09,2014-11-06
golden_horse,0,0,1,2015-07-04,2015-07-07
goldeneagle420,0,1,0,2014-12-15,2015-01-28
goldengoat,0,0,1,2014-02-28,2014-09-05
goldenman,0,1,0,2015-03-22,2015-07-07
goldentemplecartel,1,0,0,2014-02-23,2014-06-01
goldhash,0,0,1,2014-12-24,2015-03-30
goldtops,0,0,1,2014-02-23,2014-03-06
gonz324,1,1,0,2014-02-28,2015-07-04
good-ids,1,1,0,2014-04-06,2015-04-07
goodcitizensau,0,0,1,2015-04-03,2015-07-07
goodfornothing,0,1,0,2014-01-09,2015-04-12
goodiegumdrops1,0,0,1,2014-02-23,2014-05-24
goodiegumdropshop,0,0,1,2014-11-06,2015-06-26
goodman12345,0,0,1,2014-12-20,2015-07-07
goodmedsdk,0,0,1,2014-06-01,2015-07-07
goombashop,1,1,0,2014-08-03,2015-07-07
gooozilla,0,0,1,2015-03-19,2015-03-30
goosehash1,1,1,0,2014-02-24,2014-11-07
gork,0,0,1,2014-02-05,2015-07-07
gotfent,0,0,1,2014-02-23,2014-02-24
gotmilk,1,1,0,2014-02-05,2015-07-07
gottheproduct,0,0,1,2014-05-16,2015-07-07
grandwizardslair,1,1,0,2014-02-23,2015-07-07
greatgalaxy,0,0,1,2014-12-20,2015-07-07
greatstuff,0,0,1,2014-12-30,2015-07-07
green-machine,1,0,0,2014-01-09,2015-07-07
greenadder36,0,0,1,2015-03-22,2015-07-07
greenblvd,0,1,0,2014-04-26,2015-07-07
greengiggles,0,0,1,2014-09-05,2014-10-31
greenhaus,1,0,0,2014-02-23,2015-07-07
greenjack,0,1,0,2014-08-27,2015-07-07
greenking,0,0,1,2014-08-14,2014-12-10
greenleaflabs,0,1,0,2015-04-03,2015-07-07
greenmissy,0,0,1,2014-04-06,2014-09-22
greenmountainman,0,1,0,2014-09-05,2015-07-07
greenmustang,0,0,1,2015-01-08,2015-01-09
greenslip,0,0,1,2014-08-03,2014-10-31
greenstreet,0,1,0,2014-08-03,2015-07-07
greensurfer,0,0,1,2014-08-03,2015-06-20
greentara,0,0,1,2015-07-04,2015-07-07
griffin36,0,0,1,2014-04-26,2014-09-05
grimreaper,0,0,1,2014-05-24,2015-07-07
growerlove,0,0,1,2014-09-05,2014-12-20
growthhormone,0,0,1,2014-04-06,2015-07-07
growzilla,1,0,0,2014-02-23,2014-05-24
gruenegans,0,0,1,2014-08-03,2014-09-05
gsusking,0,0,1,2014-05-16,2014-05-16
gta,0,0,1,2015-01-16,2015-02-02
guccibuds,1,1,0,2014-04-06,2015-07-07
guccisgifts,0,0,1,2015-05-10,2015-07-07
gumba,0,1,0,2015-02-24,2015-07-07
guninrunin,0,0,1,2014-08-03,2014-08-03
guns_ammo,0,1,0,2014-01-09,2014-08-14
gunsandroses,0,0,1,2014-02-28,2014-02-28
guyonthecorner,0,0,1,2015-07-04,2015-07-07
gvtobaccoal,0,0,1,2015-01-08,2015-07-07
h-train,0,1,0,2014-10-25,2015-06-04
hackthegibson,0,1,0,2014-02-23,2015-07-07
hackyboy,1,1,0,2014-01-09,2015-03-03
hadherall,0,0,1,2014-02-02,2015-04-12
haizenberg,1,1,0,2014-02-23,2015-07-07
halaburton,0,0,1,2014-05-24,2015-06-20
halamadrista,0,0,1,2014-10-31,2014-11-15
hamermike,0,0,1,2015-06-15,2015-06-20
hamsteranfetoso,0,0,1,2014-02-23,2014-06-01
hanffrei,0,0,1,2014-02-28,2015-06-30
hangabout,0,0,1,2014-08-14,2015-07-07
hank,1,1,0,2014-02-02,2015-07-07
hank_scorpio,0,0,1,2015-04-25,2015-07-07
hansberger,0,0,1,2014-05-16,2015-06-30
hanspoel,1,0,0,2014-08-03,2015-06-26
happyclouds,0,1,0,2015-04-10,2015-05-13
happyday,1,1,0,2014-08-03,2015-07-07
happydrugs,0,1,0,2014-08-03,2015-07-07
happyendingau,1,0,0,2014-02-23,2015-06-26
happyhippy2.0,0,0,1,2014-03-03,2015-06-30
happyholland,0,1,0,2014-03-06,2015-02-17
happyindustry,0,1,0,2015-05-10,2015-07-07
happymonkagora,0,0,1,2015-04-25,2015-07-07
hardyharrr,0,0,1,2015-03-19,2015-03-29
harmreduction,0,0,1,2015-03-22,2015-06-11
harrods,0,1,0,2014-04-06,2014-09-22
harrytuttle,1,0,0,2014-02-02,2014-06-01
harveynorman,1,1,0,2014-10-25,2015-07-07
hashishin,0,1,0,2014-06-01,2015-07-07
hashishuk,0,1,0,2015-03-29,2015-04-07
haydenp,1,0,0,2014-02-23,2014-06-01
hds_delivery,0,0,1,2015-06-04,2015-07-07
headachecure,0,1,0,2014-08-14,2015-07-07
headachehealer,0,0,1,2015-06-30,2015-07-07
heath_robinson,0,0,1,2014-04-26,2015-07-07
hederalexpress,0,1,0,2014-11-15,2015-07-07
heidilandshop,0,0,1,2014-04-06,2014-05-24
heinekenbeer,0,1,0,2014-04-26,2014-05-16
heinemen,0,0,1,2015-02-26,2015-03-05
heisenberg-meds,1,1,0,2014-01-09,2015-07-07
heisenbergmontana,0,0,1,2014-01-16,2014-10-31
heizzenberg,0,0,1,2015-04-27,2015-07-07
hektorhellfire,0,0,1,2014-02-28,2014-10-29
hella_dro710,0,0,1,2015-06-04,2015-06-11
hellabud,0,0,1,2014-08-03,2015-07-07
hellmaker,0,0,1,2014-02-23,2014-09-22
herbalhealer,1,0,0,2014-08-03,2015-07-07
herbalremedy,0,1,0,2014-05-24,2015-06-30
herbanlegends,0,1,0,2015-06-04,2015-07-04
herbe,0,1,0,2015-01-09,2015-01-28
heroking,0,1,0,2014-11-15,2015-07-07
hesh!,0,1,0,2014-02-23,2015-05-13
hiddenhands,0,1,0,2014-11-15,2015-07-07
hidedrugstore,0,0,1,2015-06-15,2015-07-07
hidethedrugs,0,0,1,2014-02-28,2014-03-06
hieronymusbosch,0,1,0,2015-05-06,2015-07-07
high-end,0,0,1,2014-10-25,2014-11-15
high-society,0,0,1,2014-10-25,2015-07-07
high-test,0,1,0,2015-03-22,2015-07-07
high-times,0,0,1,2015-02-16,2015-03-05
highclub,0,0,1,2015-06-04,2015-07-07
highendd,0,1,0,2014-02-02,2015-06-20
highergroundsnl,0,0,1,2014-02-23,2015-07-07
higherstandards,0,0,1,2014-11-15,2015-06-15
highgirl,1,0,0,2014-01-26,2015-06-30
highgrade101,1,0,0,2014-08-27,2014-09-05
highindemand,0,0,1,2014-11-07,2015-02-17
highlandsales,0,0,1,2015-01-08,2015-02-16
highservice,0,0,1,2015-05-04,2015-07-07
hightestmmdg,1,0,0,2014-02-23,2015-07-07
hightimes,1,1,0,2014-04-06,2014-09-22
highways,0,0,1,2015-06-04,2015-07-07
himalayanblues,1,1,0,2014-02-23,2015-02-17
hjgotit,0,0,1,2014-10-31,2015-07-07
hmdd,0,0,1,2014-02-23,2015-07-07
hogstandard,1,1,0,2014-04-06,2015-06-26
holierthanthou,0,0,1,2014-03-06,2014-03-06
holland-kitchen,1,1,0,2015-03-29,2015-04-12
hollanddutch,1,1,0,2014-01-09,2015-06-30
hollandia,0,1,0,2014-12-03,2015-06-20
hollandonline,1,1,0,2014-02-23,2014-12-23
hollands-best,0,0,1,2014-05-24,2015-03-13
hollandsherbs,0,0,1,2015-02-17,2015-03-13
hollymolly,0,0,1,2014-08-03,2015-07-07
hologramsales,0,0,1,2014-02-23,2014-06-01
homegrown,1,1,0,2014-02-23,2014-09-22
homegrownmedical,0,0,1,2014-11-15,2014-12-01
honestchronic,0,0,1,2015-04-10,2015-05-13
honestcocaine,1,1,0,2014-08-03,2015-07-07
honestherb,0,1,0,2014-08-03,2015-07-07
hongos,0,0,1,2014-02-24,2015-04-12
hookers_and_blow,0,0,1,2014-02-02,2014-04-26
horsetrader,0,0,1,2014-04-26,2014-04-26
horusnor,0,0,1,2014-11-15,2014-12-01
hot-potato,0,0,1,2014-08-03,2015-06-15
hotchicksx2,0,0,1,2014-02-23,2014-05-24
houba,0,1,0,2015-03-07,2015-05-06
house_lannister,1,0,0,2014-02-23,2015-07-07
houseofspirit,0,0,1,2014-01-09,2015-03-30
hq.bcbud,0,0,1,2015-01-08,2015-03-10
hqcns,0,1,0,2015-04-07,2015-05-13
hqdope,0,1,0,2014-08-03,2014-09-22
hquk,0,1,0,2014-05-24,2015-03-22
hsytk,0,0,1,2014-04-26,2014-10-31
huarwe,0,0,1,2014-01-16,2015-07-04
hubba_bubba,0,0,1,2015-06-30,2015-07-07
hulk21,0,1,0,2015-03-19,2015-07-07
hulken,0,0,1,2015-06-15,2015-06-26
humantraffic-jip,0,0,1,2014-01-09,2015-04-27
humboldtfarms,0,1,0,2014-09-05,2015-07-07
humboldtheart,1,0,0,2014-08-03,2015-07-07
humboldtherbs,0,0,1,2014-10-25,2015-05-13
humboldtsfinest,1,1,0,2014-01-09,2015-07-07
huntersthompson,0,0,1,2014-08-03,2015-07-07
hurryupandbuy,0,1,0,2015-01-24,2015-07-07
hustledaily,0,0,1,2014-04-26,2014-08-03
hydroman,0,1,0,2014-08-03,2014-08-27
hydropoid,0,0,1,2014-10-25,2014-12-03
hyperactivemaniac,0,0,1,2014-12-06,2015-01-01
i_dont_know,0,0,1,2014-02-23,2015-06-30
iamapoorboytoo,0,0,1,2014-02-23,2015-01-16
iamhustle00,0,0,1,2014-04-26,2014-05-24
iamyourman,0,0,1,2015-02-26,2015-07-07
ic3d15,0,0,1,2015-02-01,2015-05-10
icantmtt2,0,1,0,2014-12-06,2014-12-24
iceage,0,0,1,2014-02-23,2015-07-07
iceberg,0,1,0,2014-03-06,2015-04-07
ickysticky,0,0,1,2015-02-28,2015-07-07
iddude,0,0,1,2015-02-26,2015-03-22
idealpills,1,1,0,2014-02-23,2014-05-24
ident!ty,1,1,0,2014-06-01,2015-02-17
ididntdoit,0,0,1,2014-08-14,2014-10-31
iesource,0,0,1,2014-08-27,2015-03-19
ifake,0,0,1,2015-06-15,2015-07-07
igi123,0,1,0,2014-09-05,2015-07-07
igotstheblues,0,0,1,2014-08-03,2015-07-07
illadelph,0,0,1,2014-08-03,2014-10-31
illegal_entrepreneur,0,0,1,2014-02-02,2014-05-16
illegalflowers,0,0,1,2014-02-23,2014-03-03
illwun,0,0,1,2014-04-26,2014-09-22
ilovetaffy,0,0,1,2014-02-23,2014-03-06
importdirect,0,1,0,2014-02-28,2015-03-19
indiabenzos,0,1,0,2014-08-03,2015-06-20
indianpilldaddy,1,1,0,2014-03-03,2015-07-07
indoorcomfort,0,0,1,2015-01-24,2015-04-07
infinitecom,0,1,0,2015-03-22,2015-04-07
infinitybeyond,1,1,0,2014-04-26,2014-10-31
